PTSDpubs ID,Study ID,Analysis Type,Treatment Name,Standardized Treatment Name,Intervention Group,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point,Diagnostic Change Definition Number,Diagnostic Change Definition,Percent Achieved Diagnostic Change,Diagnostic Change Numerator for Percent Achieved,Diagnostic Change Denominator for Percent Achieved,Clinically Meaningful Response Definition Number,Clinically Meaningful Response Definition,Percent Achieved Clinically Meaningful Response,Clinically Meaningful Response Numerator for Percent Achieved,Clinically Meaningful Response Denominator for Percent Achieved,Unique Row Identifier
1575030,roullet2021,ITT,Placebo + traumatic memory reactivation,Traumatic memory reactivation + Placebo,B,,Chi-square or independent t-test,12,1,No longer meeting PTSD criteria according to SCID for DSM-IV,0.76,19,25,,,,,,roullet2021_ITT_B_12_1
1620650,roy2022,Completer,"Motion-assisted, multi-modal memory desensitization and reconsolidation, with eye movement",Multi-modular motion-assisted memory desensitization and reconsolidation (3MDR) + eye movement,A,,Descriptive only,0,1,PCL-5 score <34,0.625,5,8,,,,,,roy2022_Completer_A_0_1
1620650,roy2022,Completer,"Motion-assisted, multi-modal memory desensitization and reconsolidation, with eye movement",Multi-modular motion-assisted memory desensitization and reconsolidation (3MDR) + eye movement,A,,"Small sample methods (Fisher's exact test, permutation test)",0,,,,,,1,≥10 point decrease on PCL-5,0.625,5,8,roy2022_Completer_A_0_1
1620650,roy2022,Completer,"Motion-assisted, multi-modal memory desensitization and reconsolidation, without eye movement",Multi-modular motion-assisted memory desensitization and reconsolidation (3MDR),B,,Descriptive only,0,1,PCL-5 score <34,0.25,2,8,,,,,,roy2022_Completer_B_0_1
1620650,roy2022,Completer,"Motion-assisted, multi-modal memory desensitization and reconsolidation, without eye movement",Multi-modular motion-assisted memory desensitization and reconsolidation (3MDR),B,,"Small sample methods (Fisher's exact test, permutation test)",0,,,,,,1,≥10 point decrease on PCL-5,0.625,5,8,roy2022_Completer_B_0_1
1602811,rudstam2022,Completer,Trauma-focused group music and imagery,Trauma-focused Psychotherapy + music therapy,A,Complete case,Chi-square test,0,,,,,,1,≥10 point decrease in PCL-5,0.571,12,21,rudstam2022_Completer_A_0_1
1602811,rudstam2022,Completer,Trauma-focused group music and imagery,Trauma-focused Psychotherapy + music therapy,A,Complete case,Chi-square test; denominator is participants with PCL-5 >33 at baseline,0,1,PCL-5 ≤33,0.381,8,21,,,,,,rudstam2022_Completer_A_0_1
1602811,rudstam2022,Completer,Waitlist,Waitlist,B,Complete case,Chi-square test,0,,,,,,1,≥10 point decrease in PCL-5,0.174,4,23,rudstam2022_Completer_B_0_1
1602811,rudstam2022,Completer,Waitlist,Waitlist,B,Complete case,Chi-square test; denominator is participants with PCL-5 >33 at baseline,0,1,PCL-5 ≤33,0.05,1,20,,,,,,rudstam2022_Completer_B_0_1
49086,sack2016,Completer,Exposure with eyes fixated and moving,Eye Movement Desensitization and Reprocessing (EMDR),A,,,0,,,,,,1,20-point decrease in CAPS score from baseline to posttreatment,0.8049,33,41,sack2016_Completer_A_0_1
49086,sack2016,ITT,Exposure with eyes fixated and moving,Eye Movement Desensitization and Reprocessing (EMDR),A,,,0,1,Not meeting criteria for PTSD according to SCID,0.8085,38,47,,,,,,sack2016_ITT_A_0_1
49086,sack2016,Completer,Exposure with eyes fixated and not moving,Eye Movement Desensitization and Reprocessing (EMDR),B,,,0,,,,,,1,20-point decrease in CAPS score from baseline to posttreatment,0.8684,33,38,sack2016_Completer_B_0_1
49086,sack2016,ITT,Exposure with eyes fixated and not moving,Eye Movement Desensitization and Reprocessing (EMDR),B,,,0,1,Not meeting criteria for PTSD according to SCID,0.7872,37,47,,,,,,sack2016_ITT_B_0_1
49086,sack2016,Completer,Exposure without eye fixation,Eye Movement Desensitization and Reprocessing (EMDR),C,,,0,,,,,,1,20-point decrease in CAPS score from baseline to posttreatment,0.6216,23,37,sack2016_Completer_C_0_1
49086,sack2016,ITT,Exposure without eye fixation,Eye Movement Desensitization and Reprocessing (EMDR),C,,,0,1,Not meeting criteria for PTSD according to SCID,0.8,36,45,,,,,,sack2016_ITT_C_0_1
1565023,sandahl2021,ITT,Imagery rehearsal therapy + mianserin + TAU,Imagery Rehearsal Training (IRT) + Mianserin augmentation,A,,descriptive only,0,1,No longer meeting ICD-10 criteria for PTSD diagnosis,0.037,2,54,,,,,,sandahl2021_ITT_A_0_1
1565023,sandahl2021,ITT,Imagery rehearsal therapy + TAU,Imagery Rehearsal Training (IRT),B,,descriptive only,0,1,No longer meeting ICD-10 criteria for PTSD diagnosis,0.0536,3,56,,,,,,sandahl2021_ITT_B_0_1
1565023,sandahl2021,ITT,Mianserin + TAU,Mianserin augmentation,C,,descriptive only,0,1,No longer meeting ICD-10 criteria for PTSD diagnosis,0,0,54,,,,,,sandahl2021_ITT_C_0_1
40190,sannibale2013,ITT,Integrated therapy,Integrated cognitive behavioral therapy for PTSD and AUD,A,,,20,,,,,,2,≥30 point decrease in CAPS score,0.57,,,sannibale2013_ITT_A_20_2
40190,sannibale2013,ITT,Integrated therapy,Integrated cognitive behavioral therapy for PTSD and AUD,A,,,39,1,Not fulfilling DSM-IV criteria for PTSD according to CAPS,,,,1,CAPS score <37,0.54,,,sannibale2013_ITT_A_39_1
40190,sannibale2013,ITT,Integrated therapy,Integrated cognitive behavioral therapy for PTSD and AUD,A,,,39,,,,,,2,≥30 point decrease in CAPS score,0.55,,,sannibale2013_ITT_A_39_2
40190,sannibale2013,ITT,Alcohol support,Cognitive behavioral therapy (CBT) without a trauma focus,B,,,20,,,,,,2,≥30 point decrease in CAPS score,0.18,,,sannibale2013_ITT_B_20_2
40190,sannibale2013,ITT,Alcohol support,Cognitive behavioral therapy (CBT) without a trauma focus,B,,,39,1,Not fulfilling DSM-IV criteria for PTSD according to CAPS,,,,1,CAPS score <37,0.39,,,sannibale2013_ITT_B_39_1
40190,sannibale2013,ITT,Alcohol support,Cognitive behavioral therapy (CBT) without a trauma focus,B,,,39,,,,,,2,≥30 point decrease in CAPS score,0.32,,,sannibale2013_ITT_B_39_2
44509,sautter2015,ITT,Structured Approach Therapy,Structured Approach Therapy,A,,,12,1,CAPS <45,0.5172,15,29,,,,,,sautter2015_ITT_A_12_1
44509,sautter2015,ITT,PTSD Family Education,PTSD Family Education,B,,,12,1,CAPS <45,0.0714,2,28,,,,,,sautter2015_ITT_B_12_1
47904,schacht2017,ITT,PE with incentive,Prolonged Exposure (PE),A,,,0,,,,,,1,≥15-point reduction on CAPS total score,0.7826,18,23,schacht2017_ITT_A_0_1
47904,schacht2017,ITT,PE with incentive,Prolonged Exposure (PE),A,,,12,1,Not meeting criteria for PTSD according to CAPS (frequency ≥1 and severity ≥2),,,,1,≥15-point reduction on CAPS total score,0.7391,17,23,schacht2017_ITT_A_12_1
47904,schacht2017,ITT,PE,Prolonged Exposure (PE),B,,,0,,,,,,1,≥15-point reduction on CAPS total score,0.4815,13,27,schacht2017_ITT_B_0_1
47904,schacht2017,ITT,PE,Prolonged Exposure (PE),B,,,12,1,Not meeting criteria for PTSD according to CAPS (frequency ≥1 and severity ≥2),,,,1,≥15-point reduction on CAPS total score,0.375,9,24,schacht2017_ITT_B_12_1
37261,schneier2012,ITT,PE + paroxetine,Prolonged Exposure (PE) + paroxetine,A,,,0,,,,,,1,CAPS ≤20 and CGI-C score of 1 (very much improved),0.4211,8,19,schneier2012_ITT_A_0_1
37261,schneier2012,ITT,PE + paroxetine,Prolonged Exposure (PE) + paroxetine,A,,,0,,,,,,2,CGI-C score of 1 or 2 (much improved or very much improved),0.6316,12,19,schneier2012_ITT_A_0_2
37261,schneier2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0,,,,,,1,CAPS ≤20 and CGI-C score of 1 (very much improved),0.1667,3,18,schneier2012_ITT_B_0_1
37261,schneier2012,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0,,,,,,2,CGI-C score of 1 or 2 (much improved or very much improved),0.3889,7,18,schneier2012_ITT_B_0_2
44165,schneier2015,Completer,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0,,,,,,1,CAPS score < 20,0.6364,7,11,schneier2015_Completer_A_0_1
44165,schneier2015,Completer,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.9091,10,11,schneier2015_Completer_A_0_2
44165,schneier2015,ITT,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0,,,,,,1,CAPS score < 20,0.3889,7,18,schneier2015_ITT_A_0_1
44165,schneier2015,ITT,Mirtazapine augmentation,Mirtazapine augmentation,A,,,0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.5556,10,18,schneier2015_ITT_A_0_2
44165,schneier2015,Completer,Placebo augmentation,Placebo augmentation,B,,,0,,,,,,1,CAPS score < 20,0.2222,2,9,schneier2015_Completer_B_0_1
44165,schneier2015,Completer,Placebo augmentation,Placebo augmentation,B,,,0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.4444,4,9,schneier2015_Completer_B_0_2
44165,schneier2015,ITT,Placebo augmentation,Placebo augmentation,B,,,0,,,,,,1,CAPS score < 20,0.1111,2,18,schneier2015_ITT_B_0_1
44165,schneier2015,ITT,Placebo augmentation,Placebo augmentation,B,,,0,,,,,,2,>30% decrease in CAPS score and CGI-I score of 1 or 2,0.2222,4,18,schneier2015_ITT_B_0_2
23438,schnurr2003,Completer,Trauma-focused group therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,,,,,,1,Decrease of ≥10 points on CAPS,0.49,,,schnurr2003_Completer_A_0_1
23438,schnurr2003,ITT,Trauma-focused group therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,,,,,,1,Decrease of ≥10 points on CAPS,0.447,,,schnurr2003_ITT_A_0_1
23438,schnurr2003,Completer,Group PCT,Present-Centered Therapy (PCT),B,,,0,,,,,,1,Decrease of ≥10 points on CAPS,0.38,,,schnurr2003_Completer_B_0_1
23438,schnurr2003,ITT,Group PCT,Present-Centered Therapy (PCT),B,,,0,,,,,,1,Decrease of ≥10 points on CAPS,0.432,,,schnurr2003_ITT_B_0_1
29137,schnurr2007,Completer,PE,Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.4699,39,83,1,≥10-point decrease from baseline CAPS score,0.747,62,83,schnurr2007_Completer_A_0_1
29137,schnurr2007,Completer,PE,Prolonged Exposure (PE),A,,,0,,,,,,2,CAPS score <20,0.2169,18,83,schnurr2007_Completer_A_0_2
29137,schnurr2007,Completer,PE,Prolonged Exposure (PE),A,,,12,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.4286,36,84,1,≥10-point decrease from baseline CAPS score,0.8333,70,84,schnurr2007_Completer_A_12_1
29137,schnurr2007,Completer,PE,Prolonged Exposure (PE),A,,,12,,,,,,2,CAPS score <20,0.1786,15,84,schnurr2007_Completer_A_12_2
29137,schnurr2007,Completer,PE,Prolonged Exposure (PE),A,,,26,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.4643,39,84,1,≥10-point decrease from baseline CAPS score,0.7262,61,84,schnurr2007_Completer_A_26_1
29137,schnurr2007,Completer,PE,Prolonged Exposure (PE),A,,,26,,,,,,2,CAPS score <20,0.2024,17,84,schnurr2007_Completer_A_26_2
29137,schnurr2007,ITT,PE,Prolonged Exposure (PE),A,,,0,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.3901,55,141,1,≥10-point decrease from baseline CAPS score,0.7021,99,141,schnurr2007_ITT_A_0_1
29137,schnurr2007,ITT,PE,Prolonged Exposure (PE),A,,,0,,,,,,2,CAPS score <20,0.1702,24,141,schnurr2007_ITT_A_0_2
29137,schnurr2007,ITT,PE,Prolonged Exposure (PE),A,,,12,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.3901,55,141,1,≥10-point decrease from baseline CAPS score,0.7801,110,141,schnurr2007_ITT_A_12_1
29137,schnurr2007,ITT,PE,Prolonged Exposure (PE),A,,,12,,,,,,2,CAPS score <20,0.1489,21,141,schnurr2007_ITT_A_12_2
29137,schnurr2007,ITT,PE,Prolonged Exposure (PE),A,,,26,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.3972,56,141,1,≥10-point decrease from baseline CAPS score,0.6879,97,141,schnurr2007_ITT_A_26_1
29137,schnurr2007,ITT,PE,Prolonged Exposure (PE),A,,,26,,,,,,2,CAPS score <20,0.1702,24,141,schnurr2007_ITT_A_26_2
29137,schnurr2007,Completer,PCT,Present-Centered Therapy (PCT),B,,,0,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.1982,22,111,1,≥10-point decrease from baseline CAPS score,0.5946,66,111,schnurr2007_Completer_B_0_1
29137,schnurr2007,Completer,PCT,Present-Centered Therapy (PCT),B,,,0,,,,,,2,CAPS score <20,0.0631,7,111,schnurr2007_Completer_B_0_2
29137,schnurr2007,Completer,PCT,Present-Centered Therapy (PCT),B,,,12,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.283,30,106,1,≥10-point decrease from baseline CAPS score,0.717,76,106,schnurr2007_Completer_B_12_1
29137,schnurr2007,Completer,PCT,Present-Centered Therapy (PCT),B,,,12,,,,,,2,CAPS score <20,0.0566,6,106,schnurr2007_Completer_B_12_2
29137,schnurr2007,Completer,PCT,Present-Centered Therapy (PCT),B,,,26,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.3429,36,105,1,≥10-point decrease from baseline CAPS score,0.6857,72,105,schnurr2007_Completer_B_26_1
29137,schnurr2007,Completer,PCT,Present-Centered Therapy (PCT),B,,,26,,,,,,2,CAPS score <20,0.1143,12,105,schnurr2007_Completer_B_26_2
29137,schnurr2007,ITT,PCT,Present-Centered Therapy (PCT),B,,,0,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.2028,29,143,1,≥10-point decrease from baseline CAPS score,0.5874,84,143,schnurr2007_ITT_B_0_1
29137,schnurr2007,ITT,PCT,Present-Centered Therapy (PCT),B,,,0,,,,,,2,CAPS score <20,0.0699,39,83,schnurr2007_ITT_B_0_2
29137,schnurr2007,ITT,PCT,Present-Centered Therapy (PCT),B,,,12,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.2797,40,143,1,≥10-point decrease from baseline CAPS score,0.7133,102,143,schnurr2007_ITT_B_12_1
29137,schnurr2007,ITT,PCT,Present-Centered Therapy (PCT),B,,,12,,,,,,2,CAPS score <20,0.0629,9,143,schnurr2007_ITT_B_12_2
29137,schnurr2007,ITT,PCT,Present-Centered Therapy (PCT),B,,,26,1,Not meeting criteria for PTSD according to CAPS and CAPS score ≤45,0.3287,47,143,1,≥10-point decrease from baseline CAPS score,0.6853,98,143,schnurr2007_ITT_B_26_1
29137,schnurr2007,ITT,PCT,Present-Centered Therapy (PCT),B,,,26,,,,,,2,CAPS score <20,0.1118,16,143,schnurr2007_ITT_B_26_2
1586155,schnurr2022,ITT,PE,Prolonged Exposure (PE),A,,,0,1,"Remission: loss of diagnosis (improvement of ≥10 points in CAPS-5 severity and no longer meeting DSM-5 symptom criteria), plus CAPS-5 severity <12",0.204,93,455,1,Response: improvement of ≥10 points in CAPS-5 severity,0.73,332,455,schnurr2022_ITT_A_0_1
1586155,schnurr2022,ITT,PE,Prolonged Exposure (PE),A,,,0,2,"Loss of diagnosis: response (improvement of ≥10 points in CAPS-5 severity), plus no longer meeting DSM-5 symptom criteria, and CAPS-5 severity <25",0.404,184,455,,,,,,schnurr2022_ITT_A_0_2
1586155,schnurr2022,ITT,PE,Prolonged Exposure (PE),A,,,12,1,"Remission: loss of diagnosis (improvement of ≥10 points in CAPS-5 severity and no longer meeting DSM-5 symptom criteria), plus CAPS-5 severity <12",0.136,62,455,1,Response: improvement of ≥10 points in CAPS-5 severity,0.644,293,455,schnurr2022_ITT_A_12_1
1586155,schnurr2022,ITT,PE,Prolonged Exposure (PE),A,,,12,2,"Loss of diagnosis: response (improvement of ≥10 points in CAPS-5 severity), plus no longer meeting DSM-5 symptom criteria, and CAPS-5 severity <25",0.334,152,455,,,,,,schnurr2022_ITT_A_12_2
1586155,schnurr2022,ITT,PE,Prolonged Exposure (PE),A,,,26,1,"Remission: loss of diagnosis (improvement of ≥10 points in CAPS-5 severity and no longer meeting DSM-5 symptom criteria), plus CAPS-5 severity <12",0.187,85,455,1,Response: improvement of ≥10 points in CAPS-5 severity,0.721,328,455,schnurr2022_ITT_A_26_1
1586155,schnurr2022,ITT,PE,Prolonged Exposure (PE),A,,,26,2,"Loss of diagnosis: response (improvement of ≥10 points in CAPS-5 severity), plus no longer meeting DSM-5 symptom criteria, and CAPS-5 severity <25",0.376,171,455,,,,,,schnurr2022_ITT_A_26_2
1586155,schnurr2022,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,0,1,"Remission: loss of diagnosis (improvement of ≥10 points in CAPS-5 severity and no longer meeting DSM-5 symptom criteria), plus CAPS-5 severity <12",0.126,58,461,1,Response: improvement of ≥10 points in CAPS-5 severity,0.601,277,461,schnurr2022_ITT_B_0_1
1586155,schnurr2022,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,0,2,"Loss of diagnosis: response (improvement of ≥10 points in CAPS-5 severity), plus no longer meeting DSM-5 symptom criteria, and CAPS-5 severity <25",0.282,130,461,,,,,,schnurr2022_ITT_B_0_2
1586155,schnurr2022,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,12,1,"Remission: loss of diagnosis (improvement of ≥10 points in CAPS-5 severity and no longer meeting DSM-5 symptom criteria), plus CAPS-5 severity <12",0.093,43,461,1,Response: improvement of ≥10 points in CAPS-5 severity,0.56,258,461,schnurr2022_ITT_B_12_1
1586155,schnurr2022,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,12,2,"Loss of diagnosis: response (improvement of ≥10 points in CAPS-5 severity), plus no longer meeting DSM-5 symptom criteria, and CAPS-5 severity <25",0.239,110,461,,,,,,schnurr2022_ITT_B_12_2
1586155,schnurr2022,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,26,1,"Remission: loss of diagnosis (improvement of ≥10 points in CAPS-5 severity and no longer meeting DSM-5 symptom criteria), plus CAPS-5 severity <12",0.119,55,461,1,Response: improvement of ≥10 points in CAPS-5 severity,0.649,299,461,schnurr2022_ITT_B_26_1
1586155,schnurr2022,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,26,2,"Loss of diagnosis: response (improvement of ≥10 points in CAPS-5 severity), plus no longer meeting DSM-5 symptom criteria, and CAPS-5 severity <25",0.289,134,461,,,,,,schnurr2022_ITT_B_26_2
1561826,segal2020,Completer,Personalized Attention Control Therapy,Attention bias modification (ABM),A,Complete case analysis,Chi-squared test,0,1,Loss of CAPS-5 PTSD diagnosis,0.5,10,20,,,,,,segal2020_Completer_A_0_1
1561826,segal2020,Completer,Personalized Attention Control Therapy,Attention bias modification (ABM),A,Complete case analysis,Chi-squared test,12,1,Loss of CAPS-5 PTSD diagnosis,0.368,7,19,,,,,,segal2020_Completer_A_12_1
1561826,segal2020,Completer,Non-Personalized Attention Control Therapy,Attention bias modification (ABM),B,Complete case analysis,Chi-squared test,0,1,Loss of CAPS-5 PTSD diagnosis,0.278,5,18,,,,,,segal2020_Completer_B_0_1
1561826,segal2020,Completer,Non-Personalized Attention Control Therapy,Attention bias modification (ABM),B,Complete case analysis,Chi-squared test,12,1,Loss of CAPS-5 PTSD diagnosis,0.5,9,18,,,,,,segal2020_Completer_B_12_1
1561826,segal2020,Completer,Placebo training,Attention control,C,Complete case analysis,Chi-squared test,0,1,Loss of CAPS-5 PTSD diagnosis,0.3,6,20,,,,,,segal2020_Completer_C_0_1
1561826,segal2020,Completer,Placebo training,Attention control,C,Complete case analysis,Chi-squared test,12,1,Loss of CAPS-5 PTSD diagnosis,0.5,9,18,,,,,,segal2020_Completer_C_12_1
1626426,sele2023,ITT,STAIR Narrative Therapy,Skills Training in Affect and Interpersonal Regulation (STAIR) followed by Narrative Exposure Therapy (NET),A,,Chi-squared test,0,1,No longer meeting DSM-5 PTSD criteria using CAPS-5,0.11,,,1,≥11 point decrease in CAPS-5 score (reliable improvement),0.19,,,sele2023_ITT_A_0_1
1626426,sele2023,ITT,STAIR Narrative Therapy,Skills Training in Affect and Interpersonal Regulation (STAIR) followed by Narrative Exposure Therapy (NET),A,,Chi-squared test,0,2,No longer meeting ICD-11 CPTSD criteria on the ITQ,0.42,,,2,≥9 point decrease in ITQ score (reliable improvement),0.22,,,sele2023_ITT_A_0_2
1626426,sele2023,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),B,,Chi-squared test,0,1,No longer meeting DSM-5 PTSD criteria using CAPS-5,0.18,,,1,≥11 point decrease in CAPS-5 score (reliable improvement),0.18,,,sele2023_ITT_B_0_1
1626426,sele2023,ITT,STAIR,Skills Training in Affect and Interpersonal Regulation (STAIR),B,,Chi-squared test,0,2,No longer meeting ICD-11 CPTSD criteria on the ITQ,0.5,,,2,≥9 point decrease in ITQ score (reliable improvement),0.25,,,sele2023_ITT_B_0_2
1626426,sele2023,ITT,PE,Prolonged Exposure (PE),C,,Chi-squared test,0,1,No longer meeting DSM-5 PTSD criteria using CAPS-5,0.43,,,1,≥11 point decrease in CAPS-5 score (reliable improvement),0.33,,,sele2023_ITT_C_0_1
1626426,sele2023,ITT,PE,Prolonged Exposure (PE),C,,Chi-squared test,0,2,No longer meeting ICD-11 CPTSD criteria on the ITQ,0.63,,,2,≥9 point decrease in ITQ score (reliable improvement),0.41,,,sele2023_ITT_C_0_2
35572,seo2010,ITT,Mirtazapine,Mirtazapine,A,,,0,,,,,,1,≥30% reduction in CAPS-2 total score,0.7,14,20,seo2010_ITT_A_0_1
35572,seo2010,ITT,Paroxetine,Paroxetine,B,,,0,,,,,,1,≥30% reduction in CAPS-2 total score,0.85,17,20,seo2010_ITT_B_0_1
30172,shea2023,Completer,Interpersonal psychotherapy (IPT),Interpersonal Psychotherapy (IPT),A,,,0,1,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <25,0.24,12,50,1,CAPS-5 score decrease ≥10 points,0.5,25,50,shea2023_Completer_A_0_1
30172,shea2023,Completer,Interpersonal psychotherapy (IPT),Interpersonal Psychotherapy (IPT),A,,,0,2,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <12,0.04,2,50,,,,,,shea2023_Completer_A_0_2
30172,shea2023,Completer,Prolonged exposure (PE),Prolonged Exposure (PE),B,,,0,1,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <25,0.28,9,32,1,CAPS-5 score decrease ≥10 points,0.31,10,32,shea2023_Completer_B_0_1
30172,shea2023,Completer,Prolonged exposure (PE),Prolonged Exposure (PE),B,,,0,2,No longer meeting diagnostic criteria for PTSD and CAPS-5 score <12,0.13,,,,,,,,shea2023_Completer_B_0_2
30521,simon2008,ITT,PE + paroxetine controlled release,Prolonged Exposure (PE) + paroxetine,A,,,0,,,,,,1,SPRINT score <6,0.3333,3,9,simon2008_ITT_A_0_1
30521,simon2008,ITT,PE + placebo,Prolonged Exposure (PE) + placebo,B,,,0,,,,,,1,SPRINT score <6,0.1429,2,14,simon2008_ITT_B_0_1
1613818,simpson2022,Completer,Relapse prevention (RP),Relapse Prevention,A,,Chi-square exact test,0,1,CAPS-5 score <12,0.2143,6,28,,,,,,simpson2022_Completer_A_0_1
1613818,simpson2022,Completer,CPT,Cognitive Processing Therapy (CPT),B,,Chi-square exact test,0,1,CAPS-5 score <12,0.3928,11,28,,,,,,simpson2022_Completer_B_0_1
1613818,simpson2022,Completer,Assessment only (AO),Assessment,C,,Chi-square exact test,0,1,CAPS-5 score <12,0.0952,2,21,,,,,,simpson2022_Completer_C_0_1
36171,sloan2011,Completer,Written emotional disclosure,Written narrative exposure,A,,,4,1,Not meeting criteria for PTSD according to PSS-I,0.3333,7,21,,,,,,sloan2011_Completer_A_4_1
36171,sloan2011,Completer,Control writing condition,Control writing,B,,,4,1,Not meeting criteria for PTSD according to PSS-I,0.22,,,,,,,,sloan2011_Completer_B_4_1
39268,sloan2012,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.9545,21,22,1,≥12 point decrease in CAPS score,0.9545,21,22,sloan2012_ITT_A_0_1
39268,sloan2012,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,12,1,Not meeting criteria for PTSD according to CAPS,1,22,22,1,≥12 point decrease in CAPS score,1,22,22,sloan2012_ITT_A_12_1
39268,sloan2012,ITT,Waitlist,Waitlist,B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.125,3,24,1,≥12 point decrease in CAPS score,0.0833,2,24,sloan2012_ITT_B_0_1
39268,sloan2012,ITT,Waitlist,Waitlist,B,,,12,1,Not meeting criteria for PTSD according to CAPS,0.3333,8,24,1,≥12 point decrease in CAPS score,0.4583,11,24,sloan2012_ITT_B_12_1
49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,12,1,Not meeting criteria for PTSD according to CAPS-5,0.4483,27,60,,,,,,sloan2018a_Completer_A_12_1
49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,24,1,Not meeting criteria for PTSD according to CAPS-5,0.5714,32,56,,,,,,sloan2018a_Completer_A_24_1
49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,36,1,Not meeting criteria for PTSD according to CAPS-5,0.5094,27,53,,,,,,sloan2018a_Completer_A_36_1
49592,sloan2018a,Completer,Written exposure therapy,Written Exposure Therapy (WET),A,,,6,1,Not meeting criteria for PTSD according to CAPS-5,0.3051,18,59,,,,,,sloan2018a_Completer_A_6_1
49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,12,1,Not meeting criteria for PTSD according to CAPS-5,0.45,26,58,,,,,,sloan2018a_ITT_A_12_1
49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,24,1,Not meeting criteria for PTSD according to CAPS-5,0.5614,32,57,,,,,,sloan2018a_ITT_A_24_1
49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,36,1,Not meeting criteria for PTSD according to CAPS-5,0.5185,28,54,,,,,,sloan2018a_ITT_A_36_1
49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,6,1,Not meeting criteria for PTSD according to CAPS-5,0.2903,16,62,,,,,,sloan2018a_ITT_A_6_1
49592,sloan2018a,ITT,Written exposure therapy,Written Exposure Therapy (WET),A,,,60,1,Not meeting criteria for PTSD according to CAPS-5,0.6842,39,57,,,,,,sloan2018a_ITT_A_60_1
49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,12,1,Not meeting criteria for PTSD according to CAPS-5,0.5676,21,37,,,,,,sloan2018a_Completer_B_12_1
49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,24,1,Not meeting criteria for PTSD according to CAPS-5,0.6765,23,34,,,,,,sloan2018a_Completer_B_24_1
49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,36,1,Not meeting criteria for PTSD according to CAPS-5,0.6757,25,37,,,,,,sloan2018a_Completer_B_36_1
49592,sloan2018a,Completer,CPT,Cognitive Processing Therapy (CPT),B,,,6,1,Not meeting criteria for PTSD according to CAPS-5,0.2432,9,37,,,,,,sloan2018a_Completer_B_6_1
49592,sloan2018a,ITT,CPT,Cognitive Processing Therapy (CPT),B,,,12,1,Not meeting criteria for PTSD according to CAPS-5,0.5,26,52,,,,,,sloan2018a_ITT_B_12_1
