PTSDpubs ID,Study ID,Analysis Type,Treatment Name,Standardized Treatment Name,Intervention Group,Method for Handling Missing Data,Statistical Analysis Method,Assessment Point,Diagnostic Change Definition Number,Diagnostic Change Definition,Percent Achieved Diagnostic Change,Diagnostic Change Numerator for Percent Achieved,Diagnostic Change Denominator for Percent Achieved,Clinically Meaningful Response Definition Number,Clinically Meaningful Response Definition,Percent Achieved Clinically Meaningful Response,Clinically Meaningful Response Numerator for Percent Achieved,Clinically Meaningful Response Denominator for Percent Achieved,Unique Row Identifier
43409,markowitz2015a,ITT,PE,Prolonged Exposure (PE),A,,,0,,,,,,2,CAPS score <20,0.2632,10,38,markowitz2015a_ITT_A_0_2
43409,markowitz2015a,ITT,Interpersonal Psychotherapy,Interpersonal Psychotherapy (IPT),B,,,0,,,,,,1,>30% decrease from baseline CAPS,0.625,25,40,markowitz2015a_ITT_B_0_1
43409,markowitz2015a,ITT,Interpersonal Psychotherapy,Interpersonal Psychotherapy (IPT),B,,,0,,,,,,2,CAPS score <20,0.225,9,40,markowitz2015a_ITT_B_0_2
43409,markowitz2015a,ITT,Relaxation Therapy,Relaxation,C,,,0,,,,,,1,>30% decrease from baseline CAPS,0.375,12,32,markowitz2015a_ITT_C_0_1
43409,markowitz2015a,ITT,Relaxation Therapy,Relaxation,C,,,0,,,,,,2,CAPS score <20,0.2188,7,32,markowitz2015a_ITT_C_0_2
9640,marks1998,Completer,Exposure Therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not meeting criteria for PTSD according to CAPS-2,0.75,,,1,"≥2 standard deviations improvement from baseline on total of 3 clusters on CAPS (reexperiencing, avoidance, and arousal)",,,,marks1998_Completer_A_0_1
9640,marks1998,Completer,Exposure Therapy,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,,,,,,2,≥2 standard deviations improvement from baseline on IES,0.6,,,marks1998_Completer_A_0_2
9640,marks1998,Completer,CR,Cognitive restructuring,B,,,0,1,Not meeting criteria for PTSD according to CAPS-2,0.65,,,1,"≥2 standard deviations improvement from baseline on total of 3 clusters on CAPS (reexperiencing, avoidance, and arousal)",,,,marks1998_Completer_B_0_1
9640,marks1998,Completer,CR,Cognitive restructuring,B,,,0,,,,,,2,≥2 standard deviations improvement from baseline on IES,0.5,,,marks1998_Completer_B_0_2
9640,marks1998,Completer,Exposure combined with CR,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,0,1,Not meeting criteria for PTSD according to CAPS-2,0.63,,,1,"≥2 standard deviations improvement from baseline on total of 3 clusters on CAPS (reexperiencing, avoidance, and arousal)",,,,marks1998_Completer_C_0_1
9640,marks1998,Completer,Exposure combined with CR,Trauma-focused cognitive behavioral therapy (TF-CBT),C,,,0,,,,,,2,≥2 standard deviations improvement from baseline on IES,0.58,,,marks1998_Completer_C_0_2
23882,marshall2001,ITT,Paroxetine (flexible dose),Paroxetine,A,,,0,,,,,,1,CGI-I score of 1 or 2,0.544,99,182,marshall2001_ITT_A_0_1
23882,marshall2001,ITT,Paroxetine (fixed dose),Paroxetine,B,,,0,,,,,,1,CGI-I score of 1 or 2,0.6175,113,183,marshall2001_ITT_B_0_1
23882,marshall2001,ITT,Placebo,Placebo,C,,,0,,,,,,1,CGI-I score of 1 or 2,0.3602,67,186,marshall2001_ITT_C_0_1
29847,marshall2007,ITT,Paroxetine (flexible dose),Paroxetine,A,,,0,,,,,,1,CGI-I (threshold NR),0.56,14,25,marshall2007_ITT_A_0_1
29847,marshall2007,ITT,Placebo,Placebo,B,,,0,,,,,,1,CGI-I (threshold NR),0.2222,6,27,marshall2007_ITT_B_0_1
24911,martenyi2002,ITT,Fluoxetine,Fluoxetine,A,,,0,,,,,,1,≥50% decrease in TOP-8 total score,0.599,,,martenyi2002_ITT_A_0_1
24911,martenyi2002,ITT,Placebo,Placebo,B,,,0,,,,,,1,≥50% decrease in TOP-8 total score,0.438,,,martenyi2002_ITT_B_0_1
29532,martenyi2007,ITT,Fluoxetine,Fluoxetine,A,,,0,,,,,,1,"Not fulfilling DSM-IV criteria for PTSD and



≥50% decrease in TOP-8 and CGI-S ≤ 2",0.4049,66,163,martenyi2007_ITT_A_0_1
29532,martenyi2007,ITT,Fluoxetine,Fluoxetine,B,,,0,,,,,,1,"Not fulfilling DSM-IV criteria for PTSD and



≥50% decrease in TOP-8 and CGI-S ≤ 2",0.3875,62,160,martenyi2007_ITT_B_0_1
29532,martenyi2007,ITT,Placebo,Placebo,C,,,0,,,,,,1,"Not fulfilling DSM-IV criteria for PTSD and



≥50% decrease in TOP-8 and CGI-S ≤ 2",0.375,33,88,martenyi2007_ITT_C_0_1
35587,mathew2011,mITT,GR205171 investigational drug,GR205171 investigational drug,A,,,0,,,,,,1,≥50% reduction in CAPS score,0.4,8,20,mathew2011_mITT_A_0_1
35587,mathew2011,mITT,GR205171 investigational drug,GR205171 investigational drug,A,,,0,,,,,,2,CAPS score <= 20,0.25,5,20,mathew2011_mITT_A_0_2
35587,mathew2011,mITT,Placebo,Placebo,B,,,0,,,,,,1,≥50% reduction in CAPS score,0.2105,4,19,mathew2011_mITT_B_0_1
35587,mathew2011,mITT,Placebo,Placebo,B,,,0,,,,,,2,CAPS score <= 20,0.1053,2,19,mathew2011_mITT_B_0_2
50402,maxwell2016,,Group memory specificity training,Memory specificity training,A,,,0,,,,,,1,RCI for the MPSS,0.875,7,8,maxwell2016_NA_A_0_1
50402,maxwell2016,,Group CPT,Cognitive Processing Therapy (CPT),B,,,0,,,,,,1,RCI for the MPSS,0.875,7,8,maxwell2016_NA_B_0_1
27712,mcdonagh2005,Completer,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.471,8,17,,,,,,mcdonagh2005_Completer_A_0_1
27712,mcdonagh2005,Completer,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,12,1,Not meeting criteria for PTSD according to CAPS,0.824,14,17,,,,,,mcdonagh2005_Completer_A_12_1
27712,mcdonagh2005,Completer,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,26,1,Not meeting criteria for PTSD according to CAPS,0.765,13,17,,,,,,mcdonagh2005_Completer_A_26_1
27712,mcdonagh2005,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.276,8,29,,,,,,mcdonagh2005_ITT_A_0_1
27712,mcdonagh2005,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,12,1,Not meeting criteria for PTSD according to CAPS,,,,,,,,,mcdonagh2005_ITT_A_12_1
27712,mcdonagh2005,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,26,1,Not meeting criteria for PTSD according to CAPS,,,,,,,,,mcdonagh2005_ITT_A_26_1
27712,mcdonagh2005,Completer,PCT,Present-Centered Therapy (PCT),B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.35,7,20,,,,,,mcdonagh2005_Completer_B_0_1
27712,mcdonagh2005,Completer,PCT,Present-Centered Therapy (PCT),B,,,12,1,Not meeting criteria for PTSD according to CAPS,0.421,8,19,,,,,,mcdonagh2005_Completer_B_12_1
27712,mcdonagh2005,Completer,PCT,Present-Centered Therapy (PCT),B,,,26,1,Not meeting criteria for PTSD according to CAPS,0.421,8,19,,,,,,mcdonagh2005_Completer_B_26_1
27712,mcdonagh2005,ITT,PCT,Present-Centered Therapy (PCT),B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.318,7,22,,,,,,mcdonagh2005_ITT_B_0_1
27712,mcdonagh2005,ITT,PCT,Present-Centered Therapy (PCT),B,,,12,1,Not meeting criteria for PTSD according to CAPS,,,,,,,,,mcdonagh2005_ITT_B_12_1
27712,mcdonagh2005,ITT,PCT,Present-Centered Therapy (PCT),B,,,26,1,Not meeting criteria for PTSD according to CAPS,,,,,,,,,mcdonagh2005_ITT_B_26_1
27712,mcdonagh2005,Completer,Waitlist,Waitlist,C,,,0,1,Not meeting criteria for PTSD according to CAPS,0.2,4,20,,,,,,mcdonagh2005_Completer_C_0_1
27712,mcdonagh2005,ITT,Waitlist,Waitlist,C,,,0,1,Not meeting criteria for PTSD according to CAPS,0.174,4,23,,,,,,mcdonagh2005_ITT_C_0_1
85821,mcgovern2011,ITT,Integrated CBT + Standard Care,Integrated Cognitive Behavioral Therapy (ICBT),A,,,0,1,Not fulfilling criteria for PTSD according to CAPS,0.6923,9,13,,,,,,mcgovern2011_ITT_A_0_1
85821,mcgovern2011,ITT,Integrated CBT + Standard Care,Integrated Cognitive Behavioral Therapy (ICBT),A,,,12,1,Not fulfilling criteria for PTSD according to CAPS,0.5,7,14,,,,,,mcgovern2011_ITT_A_12_1
85821,mcgovern2011,ITT,Individual Addiction Counseling + Standard Care,Addiction Counseling,B,,,0,1,Not fulfilling criteria for PTSD according to CAPS,0.5,5,10,,,,,,mcgovern2011_ITT_B_0_1
85821,mcgovern2011,ITT,Individual Addiction Counseling + Standard Care,Addiction Counseling,B,,,12,1,Not fulfilling criteria for PTSD according to CAPS,0.75,6,8,,,,,,mcgovern2011_ITT_B_12_1
36339,mclay2011,,Virtual reality-graded exposure therapy,Virtual reality exposure therapy (VRET),A,,,0,,,,,,1,≥30% reduction in CAPS score,0.7,7,10,mclay2011_NA_A_0_1
36339,mclay2011,,TAU,Treatment as usual (TAU),B,,,0,,,,,,1,≥30% reduction in CAPS score,0.1111,1,9,mclay2011_NA_B_0_1
49936,mclay2017,ITT,Virtual reality exposure therapy,Virtual reality exposure therapy (VRET),A,,,0,,,,,,1,≥30% decrease in CAPS score,0.3095,13,42,mclay2017_ITT_A_0_1
49936,mclay2017,ITT,Virtual reality exposure therapy,Virtual reality exposure therapy (VRET),A,,,0,,,,,,2,CAPS score ≤20,0.0952,4,42,mclay2017_ITT_A_0_2
49936,mclay2017,ITT,Virtual reality exposure therapy,Virtual reality exposure therapy (VRET),A,,,12,,,,,,1,≥30% decrease in CAPS score,0.303,10,33,mclay2017_ITT_A_12_1
49936,mclay2017,ITT,Virtual reality exposure therapy,Virtual reality exposure therapy (VRET),A,,,12,,,,,,2,CAPS score ≤20,0.1515,5,33,mclay2017_ITT_A_12_2
49936,mclay2017,ITT,Control exposure therapy,Exposure therapy,B,,,0,,,,,,1,≥30% decrease in CAPS score,0.3721,16,43,mclay2017_ITT_B_0_1
49936,mclay2017,ITT,Control exposure therapy,Exposure therapy,B,,,0,,,,,,2,CAPS score ≤20,0.0465,2,43,mclay2017_ITT_B_0_2
49936,mclay2017,ITT,Control exposure therapy,Exposure therapy,B,,,12,,,,,,1,≥30% decrease in CAPS score,0.3636,12,33,mclay2017_ITT_B_12_1
49936,mclay2017,ITT,Control exposure therapy,Exposure therapy,B,,,12,,,,,,2,CAPS score ≤20,0.0606,2,33,mclay2017_ITT_B_12_2
1561431,mclean2020,Completer,Web-based prolonged exposure therapy,Internet-based facilitated self-help,A,,Chi-square test,0,,,,,,1,PCL-5 score decrease of ≥10 points,0.44,4,9,mclean2020_Completer_A_0_1
1561431,mclean2020,Completer,Web-based prolonged exposure therapy,Internet-based facilitated self-help,A,,Chi-square test,12,,,,,,1,PCL-5 score decrease of ≥10 points,0.4,4,10,mclean2020_Completer_A_12_1
1561431,mclean2020,Completer,Web-based prolonged exposure therapy,Internet-based facilitated self-help,A,,Chi-square test,26,,,,,,1,PCL-5 score decrease of ≥10 points,0.67,6,9,mclean2020_Completer_A_26_1
1561431,mclean2020,Completer,Present-centered therapy,Present-Centered Therapy (PCT),B,,Chi-square test,0,,,,,,1,PCL-5 score decrease of ≥10 points,0.69,11,16,mclean2020_Completer_B_0_1
1561431,mclean2020,Completer,Present-centered therapy,Present-Centered Therapy (PCT),B,,Chi-square test,12,,,,,,1,PCL-5 score decrease of ≥10 points,0.91,10,11,mclean2020_Completer_B_12_1
1561431,mclean2020,Completer,Present-centered therapy,Present-Centered Therapy (PCT),B,,Chi-square test,26,,,,,,1,PCL-5 score decrease of ≥10 points,0.69,9,13,mclean2020_Completer_B_26_1
1563915,meffert2021,ITT,IPT + TAU,Interpersonal Psychotherapy (IPT),A,,Multilevel mixed effects logistic regression,12,1,No longer meeting PTSD criteria on MINI 5.0,0.79,,,,,,,,meffert2021_ITT_A_12_1
1563915,meffert2021,ITT,Waitlist + TAU,Waitlist,B,,Multilevel mixed effects logistic regression,12,1,No longer meeting PTSD criteria on MINI 5.0,0.63,,,,,,,,meffert2021_ITT_B_12_1
44675,meredith2016,ITT,Collaborative Care,Collaborative care,A,,,0,1,Not meeting criteria for PTSD according to past month CAPS,0.567,,,,,,,,meredith2016_ITT_A_0_1
44675,meredith2016,ITT,Minimally Enhanced Usual Care,Minimally enhanced usual care,B,,,0,1,Not meeting criteria for PTSD according to past month CAPS,0.606,,,,,,,,meredith2016_ITT_B_0_1
1587537,meredith2022,ITT,Trauma-Informed Collaborative Care (TICC),Collaborative care,A,,Fisher exact test and chi-square test,0,1,"PCL-5 score >32 with at least ""Moderate"" response for each symptom cluster",0.571,12,21,,,,,,meredith2022_ITT_A_0_1
1587537,meredith2022,ITT,Enhanced Usual Care (EUC),Treatment as usual (TAU),B,,Fisher exact test and chi-square test,0,1,"PCL-5 score >32 with at least ""Moderate"" response for each symptom cluster",0.333,7,21,,,,,,meredith2022_ITT_B_0_1
39123,mills2012,ITT,COPE + Usual Treatment,Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),A,,,0,1,Not meeting DSM-IV-TR criteria for PTSD on CAPS,0.1455,8,55,,,,,,mills2012_ITT_A_0_1
39123,mills2012,ITT,COPE + Usual Treatment,Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE),A,,,39,1,Not meeting DSM-IV-TR criteria for PTSD on CAPS,0.4364,24,55,1,RCI < -1.96,0.4909,27,55,mills2012_ITT_A_39_1
39123,mills2012,ITT,Usual Treatment,Treatment as usual (TAU),B,,,0,1,Not meeting DSM-IV-TR criteria for PTSD on CAPS,0.1042,5,48,,,,,,mills2012_ITT_B_0_1
39123,mills2012,ITT,Usual Treatment,Treatment as usual (TAU),B,,,39,1,Not meeting DSM-IV-TR criteria for PTSD on CAPS,0.2083,10,48,,,,,,mills2012_ITT_B_39_1
44676,miner2016,Completer,PTSD Coach smartphone application,Internet-based self-help,A,Complete case analysis,Chi-squared test,0,,,,,,1,≥10-point improvement on the PCL-C,0.391,9,23,miner2016_Completer_A_0_1
44676,miner2016,Completer,Waitlist,Waitlist,B,Complete case analysis,Chi-squared test,0,,,,,,1,≥10-point improvement on the PCL-C,0.19,4,21,miner2016_Completer_B_0_1
1569198,mitchell2021,Completer,MDMA-assisted therapy,MDMA-assisted psychotherapy,A,,Descriptive only,0,1,Loss of CAPS-5 diagnosis,0.67,28,42,1,Loss of CAPS-5 diagnosis and CAPS-5 total score ≤11,0.33,14,42,mitchell2021_Completer_A_0_1
1569198,mitchell2021,Completer,Placebo + therapy,Psychotherapy,B,,Descriptive only,0,1,Loss of CAPS-5 diagnosis,0.32,12,37,1,Loss of CAPS-5 diagnosis and CAPS-5 total score ≤11,0.05,2,37,mitchell2021_Completer_B_0_1
1624623,mitchell2023,Completer,MDMA-assisted therapy,MDMA-assisted psychotherapy,A,Complete case analysis,"Descriptive only, proportion with outcome at end of treatment (last assessment visit, T4), and number needed to treat (NNT)",0,1,Loss of diagnosis: ≥10-point reduction in CAPS-5 and no longer meeting DSM-5 criteria for PTSD,0.712,37,52,1,≥10-point reduction in CAPS-5,0.865,45,52,mitchell2023_Completer_A_0_1
1624623,mitchell2023,Completer,MDMA-assisted therapy,MDMA-assisted psychotherapy,A,Complete case analysis,"Descriptive only, proportion with outcome at end of treatment (last assessment visit, T4), and number needed to treat (NNT)",0,2,Remission: CAPS-5  ≤11 and no longer meeting DSM-5 criteria for PTSD,0.462,24,52,,,,,,mitchell2023_Completer_A_0_2
1624623,mitchell2023,Completer,Placebo + therapy,Psychotherapy,B,Complete case analysis,"Descriptive only, proportion with outcome at end of treatment (last assessment visit, T4), and number needed to treat (NNT)",0,1,Loss of diagnosis: ≥10-point reduction in CAPS-5 and no longer meeting DSM-5 criteria for PTSD,0.476,20,42,1,≥10-point reduction in CAPS-5,0.69,29,42,mitchell2023_Completer_B_0_1
1624623,mitchell2023,Completer,Placebo + therapy,Psychotherapy,B,Complete case analysis,"Descriptive only, proportion with outcome at end of treatment (last assessment visit, T4), and number needed to treat (NNT)",0,2,Remission: CAPS-5  ≤11 and no longer meeting DSM-5 criteria for PTSD,0.214,9,42,,,,,,mitchell2023_Completer_B_0_2
35036,mithoefer2011,Completer,MDMA-assisted psychotherapy,MDMA-assisted psychotherapy,A,,,0,1,Not meeting criteria for PTSD according to DSM-IV,0.8333,10,12,1,>30% reduction in CAPS from baseline,0.8333,10,12,mithoefer2011_Completer_A_0_1
35036,mithoefer2011,Completer,Placebo-assisted psychotherapy,Trauma-focused psychotherapy,B,,,0,1,Not meeting criteria for PTSD according to DSM-IV,0.25,2,8,1,>30% reduction in CAPS from baseline,0.25,2,8,mithoefer2011_Completer_B_0_1
50277,mithoefer2018,ITT,MDMA-assisted psychotherapy,MDMA-assisted psychotherapy,A,,,0,1,Not meeting criteria for PTSD according to CAPS-IV,0.5833,7,12,1,>30% decrease in CAPS-IV,0.6667,8,12,mithoefer2018_ITT_A_0_1
50277,mithoefer2018,ITT,MDMA-assisted psychotherapy,MDMA-assisted psychotherapy,B,,,0,1,Not meeting criteria for PTSD according to CAPS-IV,0.8571,6,7,1,>30% decrease in CAPS-IV,1,7,7,mithoefer2018_ITT_B_0_1
50277,mithoefer2018,ITT,Low-dose MDMA-assisted psychotherapy,MDMA-assisted psychotherapy,C,,,0,1,Not meeting criteria for PTSD according to CAPS-IV,0.2857,2,7,1,>30% decrease in CAPS-IV,0.2857,2,7,mithoefer2018_ITT_C_0_1
1626168,monga2023,ITT,Topiramate,topiramate,A,,"NR; unclear analysis (limited data, does not provide number analyzed or percentages)",0,,,,,,1,CAPS score <20,,6,,monga2023_ITT_A_0_1
1626168,monga2023,ITT,Placebo,Placebo,B,,"NR; unclear analysis (limited data, does not provide number analyzed or percentages)",0,,,,,,1,CAPS score <20,,2,,monga2023_ITT_B_0_1
28862,monson2006,ITT,CPT,Cognitive Processing Therapy (CPT),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.4,12,30,1,>12-point change in total CAPS,0.5,15,30,monson2006_ITT_A_0_1
28862,monson2006,ITT,CPT,Cognitive Processing Therapy (CPT),A,,,4,1,Not meeting criteria for PTSD according to CAPS,0.3,9,30,1,>12-point change in total CAPS,0.4667,14,30,monson2006_ITT_A_4_1
28862,monson2006,ITT,Waitlist,Waitlist,B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.0333,1,30,1,>12-point change in total CAPS,0.1,3,30,monson2006_ITT_B_0_1
28862,monson2006,ITT,Waitlist,Waitlist,B,,,4,1,Not meeting criteria for PTSD according to CAPS,0.0333,1,30,1,>12-point change in total CAPS,0.3,9,30,monson2006_ITT_B_4_1
39124,monson2012a,Completer,Cognitive Behavioral Couple Therapy,Cognitive Behavioral Conjoint Therapy (CBCT),A,,,0,1,Not meeting criteria for PTSD according to DSM-IV-TR criteria and CAPS <45,0.8125,13,16,1,CAPS ≥10-point decrease from baseline,0.8125,13,16,monson2012a_Completer_A_0_1
39124,monson2012a,Completer,Waitlist,Waitlist,B,,,0,1,Not meeting criteria for PTSD according to DSM-IV-TR criteria and CAPS <45,0.2105,4,19,1,CAPS ≥10-point decrease from baseline,0.6316,12,19,monson2012a_Completer_B_0_1
1574865,moradi2021,Completer,Memory flexibility training (MemFlex),Memory flexibility training,A,Complete case analysis,Chi-squared test,13,,,,,,1,≥5-point improvement on the PCL-5,0.7,14,20,moradi2021_Completer_A_13_1
1574865,moradi2021,Completer,Memory flexibility training (MemFlex),Memory flexibility training,A,Complete case analysis,Chi-squared test,13,,,,,,2,"≥10-point improvement on 



the PCL-5",0.4,8,20,moradi2021_Completer_A_13_2
1574865,moradi2021,Completer,Waitlist,Waitlist,B,Complete case analysis,Chi-squared test,13,,,,,,1,≥5-point improvement on the PCL-5,0.4,8,20,moradi2021_Completer_B_13_1
1574865,moradi2021,Completer,Waitlist,Waitlist,B,Complete case analysis,Chi-squared test,13,,,,,,2,"≥10-point improvement on 



the PCL-5",0.15,3,20,moradi2021_Completer_B_13_2
1549280,morland2019,ITT,In-home in-person PE,Prolonged Exposure (PE),A,,,0,1,Not fulfilling criteria for PTSD according to CAPS-5,0.5517,32,58,,,,,,morland2019_ITT_A_0_1
1549280,morland2019,ITT,In-home in-person PE,Prolonged Exposure (PE),A,,,26,1,Not fulfilling criteria for PTSD according to CAPS-5,0.5328,30.9,58,,,,,,morland2019_ITT_A_26_1
1549280,morland2019,ITT,Home-based telehealth PE,Prolonged Exposure (PE),B,,,0,1,Not fulfilling criteria for PTSD according to CAPS-5,0.5448,31.6,58,,,,,,morland2019_ITT_B_0_1
1549280,morland2019,ITT,Home-based telehealth PE,Prolonged Exposure (PE),B,,,26,1,Not fulfilling criteria for PTSD according to CAPS-5,0.4897,28.4,58,,,,,,morland2019_ITT_B_26_1
1549280,morland2019,ITT,Office-based telehealth PE,Prolonged Exposure (PE),C,,,0,1,Not fulfilling criteria for PTSD according to CAPS-5,0.622,36.7,59,,,,,,morland2019_ITT_C_0_1
1549280,morland2019,ITT,Office-based telehealth PE,Prolonged Exposure (PE),C,,,26,1,Not fulfilling criteria for PTSD according to CAPS-5,0.4831,28.5,59,,,,,,morland2019_ITT_C_26_1
1593669,morland2022,,Office-based brief conjoint CBT,Cognitive Behavioral Conjoint Therapy (CBCT),A,,,0,1,"no longer meeting CAPS-5 diagnostic criteria, plus decrease of ≥12 points on CAPS-5, and CAPS-5 score <12",0.046,,46,1,Decrease of ≥12 points on CAPS-5,0.435,20,46,morland2022_NA_A_0_1
1593669,morland2022,,Office-based brief conjoint CBT,Cognitive Behavioral Conjoint Therapy (CBCT),A,,,0,2,"no longer meeting CAPS-5 diagnostic criteria, plus decrease of ≥12 points on CAPS-5",0.261,12,46,,,,,,morland2022_NA_A_0_2
1593669,morland2022,,Home-based brief conjoint CBT,Cognitive Behavioral Conjoint Therapy (CBCT),B,,,0,1,"no longer meeting CAPS-5 diagnostic criteria, plus decrease of ≥12 points on CAPS-5, and CAPS-5 score <12",0.058,,46,1,Decrease of ≥12 points on CAPS-5,0.609,28,46,morland2022_NA_B_0_1
1593669,morland2022,,Home-based brief conjoint CBT,Cognitive Behavioral Conjoint Therapy (CBCT),B,,,0,2,"no longer meeting CAPS-5 diagnostic criteria, plus decrease of ≥12 points on CAPS-5",0.239,11,46,,,,,,morland2022_NA_B_0_2
1593669,morland2022,,PTSD family education,Psychoeducation,C,,,0,1,"no longer meeting CAPS-5 diagnostic criteria, plus decrease of ≥12 points on CAPS-5, and CAPS-5 score <12",0.021,,45,1,Decrease of ≥12 points on CAPS-5,0.133,6,45,morland2022_NA_C_0_1
1593669,morland2022,,PTSD family education,Psychoeducation,C,,,0,2,"no longer meeting CAPS-5 diagnostic criteria, plus decrease of ≥12 points on CAPS-5",0.089,4,45,,,,,,morland2022_NA_C_0_2
30794,mueser2008,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not meeting criteria for PTSD according to CAPS,0.6111,33,54,,,,,,mueser2008_ITT_A_0_1
30794,mueser2008,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,12,1,Not meeting criteria for PTSD according to CAPS,0.6481,35,54,,,,,,mueser2008_ITT_A_12_1
30794,mueser2008,ITT,CBT,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,26,1,Not meeting criteria for PTSD according to CAPS,0.5556,30,54,,,,,,mueser2008_ITT_A_26_1
30794,mueser2008,ITT,TAU,Treatment as usual (TAU),B,,,0,1,Not meeting criteria for PTSD according to CAPS,0.6111,33,54,,,,,,mueser2008_ITT_B_0_1
30794,mueser2008,ITT,TAU,Treatment as usual (TAU),B,,,12,1,Not meeting criteria for PTSD according to CAPS,0.5,27,54,,,,,,mueser2008_ITT_B_12_1
30794,mueser2008,ITT,TAU,Treatment as usual (TAU),B,,,26,1,Not meeting criteria for PTSD according to CAPS,0.6852,37,54,,,,,,mueser2008_ITT_B_26_1
43698,mueser2015,ITT,CBT for severe mental illness,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,0,1,Not meeting PTSD criteria according to the CAPS,0.3605,31,86,,,,,,mueser2015_ITT_A_0_1
43698,mueser2015,ITT,CBT for severe mental illness,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,26,1,Not meeting PTSD criteria according to the CAPS,0.3659,30,82,,,,,,mueser2015_ITT_A_26_1
43698,mueser2015,ITT,CBT for severe mental illness,Trauma-focused cognitive behavioral therapy (TF-CBT),A,,,52,1,Not meeting PTSD criteria according to the CAPS,0.4096,34,83,,,,,,mueser2015_ITT_A_52_1
43698,mueser2015,ITT,Brief Treatment,Psychoeducation,B,,,0,1,Not meeting PTSD criteria according to the CAPS,0.2667,20,75,,,,,,mueser2015_ITT_B_0_1
43698,mueser2015,ITT,Brief Treatment,Psychoeducation,B,,,26,1,Not meeting PTSD criteria according to the CAPS,0.2353,16,68,,,,,,mueser2015_ITT_B_26_1
43698,mueser2015,ITT,Brief Treatment,Psychoeducation,B,,,52,1,Not meeting PTSD criteria according to the CAPS,0.3014,22,73,,,,,,mueser2015_ITT_B_52_1
1630513,mullerengelmann2024,ITT,C-METTA (cognitive techniques + loving-kindness meditations),C-METTA,A,No missing data,Chi-squared test,0,1,No longer meeting DSM-5 PTSD criteria on CAPS-5,0.533,8,15,1,CAPS-5 decrease ≥9.33 (RCI),0.938,15,16,mullerengelmann2024_ITT_A_0_1
1630513,mullerengelmann2024,ITT,Waitlist,Waitlist,B,No missing data,Chi-squared test,0,1,No longer meeting DSM-5 PTSD criteria on CAPS-5,0.125,2,16,1,CAPS-5 decrease ≥9.33 (RCI),0.25,4,16,mullerengelmann2024_ITT_B_0_1
49779,najavits2018,ITT,Creating Change,Creating Change,A,,,0,1,Not meeting DSM-IV criteria on MINI,0.6,,,,,,,,najavits2018_ITT_A_0_1
49779,najavits2018,ITT,Creating Change,Creating Change,A,,,12,1,Not meeting DSM-IV criteria on MINI,0.66,,,,,,,,najavits2018_ITT_A_12_1
49779,najavits2018,ITT,Seeking Safety,Seeking Safety,B,,,0,1,Not meeting DSM-IV criteria on MINI,0.54,,,,,,,,najavits2018_ITT_B_0_1
49779,najavits2018,ITT,Seeking Safety,Seeking Safety,B,,,12,1,Not meeting DSM-IV criteria on MINI,0.59,,,,,,,,najavits2018_ITT_B_12_1
31216,neuner2008,ITT,NET,Narrative Exposure Therapy (NET),A,,,26,1,Not meeting criteria for PTSD according to clinical interview,0.6977,30,43,,,,,,neuner2008_ITT_A_26_1
31216,neuner2008,ITT,Trauma counseling,Trauma counseling,B,,,26,1,Not meeting criteria for PTSD according to clinical interview,0.6522,30,43,,,,,,neuner2008_ITT_B_26_1
31216,neuner2008,ITT,Waitlist,Waitlist,C,,,26,1,Not meeting criteria for PTSD according to clinical interview,0.3684,7,19,,,,,,neuner2008_ITT_C_26_1
33877,neuner2010,ITT,NET,Narrative Exposure Therapy (NET),A,,,0,1,Not meeting criteria for PTSD according to PDS,0.0714,1,14,1,RCI corresponding to ≥10-point reduction on PDS,0.625,10,16,neuner2010_ITT_A_0_1
33877,neuner2010,ITT,TAU,Treatment as usual (TAU),B,,,0,1,Not meeting criteria for PTSD according to PDS,0,0,16,1,RCI corresponding to ≥10-point reduction on PDS,0.1875,3,16,neuner2010_ITT_B_0_1
